"id","device_id","device_fk","created_date","frwd_rod_count","rev_rod_count","point_no","device_type","is_online","lorry_status","compressor_status","rig_status","total_fuel","lorry_fuel","u_tank1","l_tank1","u_tank2","rpm","speed","direction","DISTANCE","lat","lon","d1","d6"
20510983894,"358735076652881",0,"2025-08-30 16:47:40",0,0,0,3,1,0,0,0,0,0,0,0,0,0,17,341,0,11.057983,77.074913,0,"0"
20510935996,"358735076652881",0,"2025-08-30 16:44:12",0,0,0,3,1,0,0,0,0,0,0,0,0,0,17,341,0,11.057983,77.074913,0,"0"
20510912033,"358735076652881",0,"2025-08-30 16:42:28",0,0,0,3,1,0,0,0,0,0,0,0,0,0,17,341,0,11.057983,77.074913,0,"0"
20510900309,"358735076652881",0,"2025-08-30 16:41:37",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,275,0,11.05798,77.075188,0,"0"
20510887636,"358735076652881",0,"2025-08-30 16:40:43",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,329,0,11.057677,77.075172,0,"0"
20510844555,"358735076652881",0,"2025-08-30 16:37:36",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,329,0,11.057677,77.075172,0,"0"
20510838514,"358735076652881",0,"2025-08-30 16:37:10",0,0,0,3,1,0,0,0,0,0,0,0,0,0,10,347,0,11.058842,77.074806,0,"0"
20510789667,"358735076652881",0,"2025-08-30 16:33:37",0,0,0,3,1,0,0,0,0,0,0,0,0,0,10,347,0,11.058842,77.074806,0,"0"
20510751385,"358735076652881",0,"2025-08-30 16:30:50",0,0,0,3,1,0,0,0,0,0,0,0,0,0,10,347,0,11.058842,77.074806,0,"0"
20510741807,"358735076652881",0,"2025-08-30 16:30:09",0,0,0,3,1,0,0,0,0,0,0,0,0,0,16,352,0,11.058461,77.074898,0,"0"
20510716942,"358735076652881",0,"2025-08-30 16:28:21",0,0,0,3,1,0,0,0,0,0,0,0,0,0,16,352,0,11.058461,77.074898,0,"0"
20510693099,"358735076652881",0,"2025-08-30 16:26:38",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,283,0,11.058061,77.075081,0,"0"
20510649417,"358735076652881",0,"2025-08-30 16:23:30",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,283,0,11.058061,77.075081,0,"0"
20510644350,"358735076652881",0,"2025-08-30 16:23:08",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,283,0,11.058062,77.075005,0,"0"
20510602544,"358735076652881",0,"2025-08-30 16:20:08",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,283,0,11.058062,77.075005,0,"0"
20510594593,"358735076652881",0,"2025-08-30 16:19:34",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,294,0,11.058024,77.075127,0,"0"
20510553434,"358735076652881",0,"2025-08-30 16:16:36",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,294,0,11.058024,77.075127,0,"0"
20510546937,"358735076652881",0,"2025-08-30 16:16:08",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,68,0,11.05798,77.07518,0,"0"
20510512489,"358735076652881",0,"2025-08-30 16:13:38",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,68,0,11.05798,77.07518,0,"0"
20510499068,"358735076652881",0,"2025-08-30 16:12:39",0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,346,0,11.057849,77.074921,0,"0"
20510473911,"358735076652881",0,"2025-08-30 16:10:50",0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,346,0,11.057849,77.074921,0,"0"
20510451950,"358735076652881",0,"2025-08-30 16:09:14",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,51,0,11.057961,77.075127,0,"0"
20510422611,"358735076652881",0,"2025-08-30 16:07:07",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,51,0,11.057961,77.075127,0,"0"
20510403222,"358735076652881",0,"2025-08-30 16:05:44",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,289,0,11.058059,77.075066,0,"0"
20510367348,"358735076652881",0,"2025-08-30 16:03:08",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,289,0,11.058059,77.075066,0,"0"
20510355239,"358735076652881",0,"2025-08-30 16:02:16",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,36,0,11.058012,77.075157,0,"0"
20510301279,"358735076652881",0,"2025-08-30 15:59:30",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,36,0,11.058012,77.075157,0,"0"
20510283370,"358735076652881",0,"2025-08-30 15:58:50",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,147,0,11.05802,77.075096,0,"0"
20510265909,"358735076652881",0,"2025-08-30 15:55:55",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,147,0,11.05802,77.075096,0,"0"
20510264020,"358735076652881",0,"2025-08-30 15:55:23",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,280,0,11.057978,77.075081,0,"0"
20510227245,"358735076652881",0,"2025-08-30 15:52:06",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,280,0,11.057978,77.075081,0,"0"
20510222632,"358735076652881",0,"2025-08-30 15:51:46",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,253,0,11.057989,77.075096,0,"0"
20510184298,"358735076652881",0,"2025-08-30 15:49:00",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,253,0,11.057989,77.075096,0,"0"
20510175100,"358735076652881",0,"2025-08-30 15:48:20",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,310,0,11.058036,77.075027,0,"0"
20510134707,"358735076652881",0,"2025-08-30 15:45:25",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,310,0,11.058036,77.075027,0,"0"
20510127129,"358735076652881",0,"2025-08-30 15:44:52",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,105,0,11.058016,77.075066,0,"0"
20510087471,"358735076652881",0,"2025-08-30 15:42:01",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,105,0,11.058016,77.075066,0,"0"
20510078125,"358735076652881",0,"2025-08-30 15:41:21",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,150,0,11.058003,77.075134,0,"0"
20510037563,"358735076652881",0,"2025-08-30 15:38:25",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,150,0,11.058003,77.075134,0,"0"
20510030291,"358735076652881",0,"2025-08-30 15:37:54",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,140,0,11.058018,77.075119,0,"0"
20509983238,"358735076652881",0,"2025-08-30 15:34:26",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,140,0,11.058018,77.075119,0,"0"
20509929564,"358735076652881",0,"2025-08-30 15:30:31",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,140,0,11.058018,77.075119,0,"0"
20509921706,"358735076652881",0,"2025-08-30 15:29:57",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,261,0,11.058016,77.075188,0,"0"
20509881519,"358735076652881",0,"2025-08-30 15:27:01",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,261,0,11.058016,77.075188,0,"0"
20509875222,"358735076652881",0,"2025-08-30 15:26:34",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,293,0,11.058034,77.075027,0,"0"
20509841956,"358735076652881",0,"2025-08-30 15:24:09",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,293,0,11.058034,77.075027,0,"0"
20509826367,"358735076652881",0,"2025-08-30 15:23:02",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,260,0,11.058012,77.075096,0,"0"
20509786202,"358735076652881",0,"2025-08-30 15:20:06",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,260,0,11.058012,77.075096,0,"0"
20509779396,"358735076652881",0,"2025-08-30 15:19:35",0,0,0,3,1,0,0,0,0,0,0,0,0,0,9,251,0,11.057904,77.074913,0,"0"
20509761133,"358735076652881",0,"2025-08-30 15:18:15",0,0,0,3,1,0,0,0,0,0,0,0,0,0,9,251,0,11.057904,77.074913,0,"0"
20509753977,"358735076652881",0,"2025-08-30 15:17:44",0,0,0,3,1,0,0,0,0,0,0,0,0,0,11,253,0,11.057904,77.075081,0,"0"
20509740109,"358735076652881",0,"2025-08-30 15:16:44",0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,239,0,11.057481,77.073433,0,"0"
20509730284,"358735076652881",0,"2025-08-30 15:16:02",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,148,0,11.058209,77.074921,0,"0"
20509702199,"358735076652881",0,"2025-08-30 15:14:00",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,148,0,11.058209,77.074921,0,"0"
20509681867,"358735076652881",0,"2025-08-30 15:12:32",0,0,0,3,1,0,0,0,0,0,0,0,0,0,16,253,0,11.057829,77.074623,0,"0"
20509634129,"358735076652881",0,"2025-08-30 15:09:05",0,0,0,3,1,0,0,0,0,0,0,0,0,0,16,253,0,11.057829,77.074623,0,"0"
20509596173,"358735076652881",0,"2025-08-30 15:06:20",0,0,0,3,1,0,0,0,0,0,0,0,0,0,16,253,0,11.057829,77.074623,0,"0"
20509586511,"358735076652881",0,"2025-08-30 15:05:38",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,254,0,11.058003,77.075111,0,"0"
20509544499,"358735076652881",0,"2025-08-30 15:02:36",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,254,0,11.058003,77.075111,0,"0"
20509538575,"358735076652881",0,"2025-08-30 15:02:10",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,150,0,11.058036,77.075104,0,"0"
20509496216,"358735076652881",0,"2025-08-30 14:59:06",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,150,0,11.058036,77.075104,0,"0"
